Date,Stock,Open,High,Low,Close,Volume
2022-08-24,AAPL,167.32000732421875,168.11000061035156,166.25,167.52999877929688,53841500
2022-08-25,AAPL,168.77999877929688,170.13999938964844,168.35000610351562,170.02999877929688,51218200
2022-08-26,AAPL,170.57000732421875,171.0500030517578,163.55999755859375,163.6199951171875,78961000
2022-08-29,AAPL,161.14999389648438,162.89999389648438,159.82000732421875,161.3800048828125,73314000
2022-08-30,AAPL,162.1300048828125,162.55999755859375,157.72000122070312,158.91000366210938,77906200
2022-08-31,AAPL,160.30999755859375,160.5800018310547,157.13999938964844,157.22000122070312,87991100
2022-09-01,AAPL,156.63999938964844,158.4199981689453,154.6699981689453,157.9600067138672,74229900
2022-09-02,AAPL,159.75,160.36000061035156,154.97000122070312,155.80999755859375,76957800
2022-09-06,AAPL,156.47000122070312,157.08999633789062,153.69000244140625,154.52999877929688,73714800
2022-09-07,AAPL,154.82000732421875,156.6699981689453,153.61000061035156,155.9600067138672,87449600
2022-09-08,AAPL,154.63999938964844,156.36000061035156,152.67999267578125,154.4600067138672,84923800
2022-09-09,AAPL,155.47000122070312,157.82000732421875,154.75,157.3699951171875,68028800
2022-09-12,AAPL,159.58999633789062,164.25999450683594,159.3000030517578,163.42999267578125,104956000
2022-09-13,AAPL,159.89999389648438,160.5399932861328,153.3699951171875,153.83999633789062,122656600
2022-09-14,AAPL,154.7899932861328,157.10000610351562,153.61000061035156,155.30999755859375,87965400
2022-09-15,AAPL,154.64999389648438,155.24000549316406,151.3800048828125,152.3699951171875,90481100
2022-09-16,AAPL,151.2100067138672,151.35000610351562,148.3699951171875,150.6999969482422,162278800
2022-09-19,AAPL,149.30999755859375,154.55999755859375,149.10000610351562,154.47999572753906,81474200
2022-09-20,AAPL,153.39999389648438,158.0800018310547,153.0800018310547,156.89999389648438,107689800
2022-09-21,AAPL,157.33999633789062,158.74000549316406,153.60000610351562,153.72000122070312,101696800
2022-09-22,AAPL,152.3800048828125,154.47000122070312,150.91000366210938,152.74000549316406,86652500
2022-09-23,AAPL,151.19000244140625,151.47000122070312,148.55999755859375,150.42999267578125,96029900
2022-09-26,AAPL,149.66000366210938,153.77000427246094,149.63999938964844,150.77000427246094,93339400
2022-09-27,AAPL,152.74000549316406,154.72000122070312,149.9499969482422,151.75999450683594,84442700
2022-09-28,AAPL,147.63999938964844,150.63999938964844,144.83999633789062,149.83999633789062,146691400
2022-09-29,AAPL,146.10000610351562,146.72000122070312,140.67999267578125,142.47999572753906,128138200
2022-09-30,AAPL,141.27999877929688,143.10000610351562,138.0,138.1999969482422,124925300
2022-10-03,AAPL,138.2100067138672,143.07000732421875,137.69000244140625,142.4499969482422,114311700
2022-10-04,AAPL,145.02999877929688,146.22000122070312,144.25999450683594,146.10000610351562,87830100
2022-10-05,AAPL,144.07000732421875,147.3800048828125,143.00999450683594,146.39999389648438,79471000
2022-10-06,AAPL,145.80999755859375,147.5399932861328,145.22000122070312,145.42999267578125,68402200
2022-10-07,AAPL,142.5399932861328,143.10000610351562,139.4499969482422,140.08999633789062,85925600
2022-10-10,AAPL,140.4199981689453,141.88999938964844,138.57000732421875,140.4199981689453,74899000
2022-10-11,AAPL,139.89999389648438,141.35000610351562,138.22000122070312,138.97999572753906,77033700
2022-10-12,AAPL,139.1300048828125,140.36000061035156,138.16000366210938,138.33999633789062,70433700
2022-10-13,AAPL,134.99000549316406,143.58999633789062,134.3699951171875,142.99000549316406,113224000
2022-10-14,AAPL,144.30999755859375,144.52000427246094,138.19000244140625,138.3800048828125,88598000
2022-10-17,AAPL,141.07000732421875,142.89999389648438,140.27000427246094,142.41000366210938,85250900
2022-10-18,AAPL,145.49000549316406,146.6999969482422,140.61000061035156,143.75,99136600
2022-10-19,AAPL,141.69000244140625,144.9499969482422,141.5,143.86000061035156,61758300
2022-10-20,AAPL,143.02000427246094,145.88999938964844,142.64999389648438,143.38999938964844,64522000
2022-10-21,AAPL,142.8699951171875,147.85000610351562,142.64999389648438,147.27000427246094,86548600
2022-10-24,AAPL,147.19000244140625,150.22999572753906,146.0,149.4499969482422,75981900
2022-10-25,AAPL,150.08999633789062,152.49000549316406,149.36000061035156,152.33999633789062,74732300
2022-10-26,AAPL,150.9600067138672,151.99000549316406,148.0399932861328,149.35000610351562,88194300
2022-10-27,AAPL,148.07000732421875,149.0500030517578,144.1300048828125,144.8000030517578,109180200
2022-10-28,AAPL,148.1999969482422,157.5,147.82000732421875,155.74000549316406,164762400
2022-10-31,AAPL,153.16000366210938,154.24000549316406,151.9199981689453,153.33999633789062,97943200
2022-11-01,AAPL,155.0800018310547,155.4499969482422,149.1300048828125,150.64999389648438,80379300
2022-11-02,AAPL,148.9499969482422,152.1699981689453,145.0,145.02999877929688,93604600
2022-11-03,AAPL,142.05999755859375,142.8000030517578,138.75,138.8800048828125,97918500
2022-11-04,AAPL,142.08999633789062,142.6699981689453,134.3800048828125,138.3800048828125,140814800
2022-11-07,AAPL,137.11000061035156,139.14999389648438,135.6699981689453,138.9199981689453,83374600
2022-11-08,AAPL,140.41000366210938,141.42999267578125,137.49000549316406,139.5,89908500
2022-11-09,AAPL,138.5,138.5500030517578,134.58999633789062,134.8699951171875,74917800
2022-11-10,AAPL,141.24000549316406,146.8699951171875,139.5,146.8699951171875,118854000
2022-11-11,AAPL,145.82000732421875,150.00999450683594,144.3699951171875,149.6999969482422,93979700
2022-11-14,AAPL,148.97000122070312,150.27999877929688,147.42999267578125,148.27999877929688,73374100
2022-11-15,AAPL,152.22000122070312,153.58999633789062,148.55999755859375,150.0399932861328,89868300
2022-11-16,AAPL,149.1300048828125,149.8699951171875,147.2899932861328,148.7899932861328,64218300
2022-11-17,AAPL,146.42999267578125,151.47999572753906,146.14999389648438,150.72000122070312,80389400
2022-11-18,AAPL,152.30999755859375,152.6999969482422,149.97000122070312,151.2899932861328,74829600
2022-11-21,AAPL,150.16000366210938,150.3699951171875,147.72000122070312,148.00999450683594,58724100
2022-11-22,AAPL,148.1300048828125,150.4199981689453,146.92999267578125,150.17999267578125,51804100
2022-11-23,AAPL,149.4499969482422,151.8300018310547,149.33999633789062,151.07000732421875,58301400
2022-11-25,AAPL,148.30999755859375,148.8800048828125,147.1199951171875,148.11000061035156,35195900
2022-11-28,AAPL,145.13999938964844,146.63999938964844,143.3800048828125,144.22000122070312,69246000
2022-11-29,AAPL,144.2899932861328,144.80999755859375,140.35000610351562,141.1699981689453,83763800
2022-11-30,AAPL,141.39999389648438,148.72000122070312,140.5500030517578,148.02999877929688,111380900
2022-12-01,AAPL,148.2100067138672,149.1300048828125,146.61000061035156,148.30999755859375,71250400
2022-12-02,AAPL,145.9600067138672,148.0,145.64999389648438,147.80999755859375,65447400
2022-12-05,AAPL,147.77000427246094,150.9199981689453,145.77000427246094,146.6300048828125,68826400
2022-12-06,AAPL,147.07000732421875,147.3000030517578,141.9199981689453,142.91000366210938,64727200
2022-12-07,AAPL,142.19000244140625,143.3699951171875,140.0,140.94000244140625,69721100
2022-12-08,AAPL,142.36000061035156,143.52000427246094,141.10000610351562,142.64999389648438,62128300
2022-12-09,AAPL,142.33999633789062,145.57000732421875,140.89999389648438,142.16000366210938,76097000
2022-12-12,AAPL,142.6999969482422,144.5,141.05999755859375,144.49000549316406,70462700
2022-12-13,AAPL,149.5,149.97000122070312,144.24000549316406,145.47000122070312,93886200
2022-12-14,AAPL,145.35000610351562,146.66000366210938,141.16000366210938,143.2100067138672,82291200
2022-12-15,AAPL,141.11000061035156,141.8000030517578,136.02999877929688,136.5,98931900
2022-12-16,AAPL,136.69000244140625,137.64999389648438,133.72999572753906,134.50999450683594,160156900
2022-12-19,AAPL,135.11000061035156,135.1999969482422,131.32000732421875,132.3699951171875,79592600
2022-12-20,AAPL,131.38999938964844,133.25,129.88999938964844,132.3000030517578,77432800
2022-12-21,AAPL,132.97999572753906,136.80999755859375,132.75,135.4499969482422,85928000
2022-12-22,AAPL,134.35000610351562,134.55999755859375,130.3000030517578,132.22999572753906,77852100
2022-12-23,AAPL,130.9199981689453,132.4199981689453,129.63999938964844,131.86000061035156,63814900
2022-12-27,AAPL,131.3800048828125,131.41000366210938,128.72000122070312,130.02999877929688,69007800
2022-12-28,AAPL,129.6699981689453,131.02999877929688,125.87000274658203,126.04000091552734,85438400
2022-12-29,AAPL,127.98999786376953,130.47999572753906,127.7300033569336,129.61000061035156,75703700
2022-12-30,AAPL,128.41000366210938,129.9499969482422,127.43000030517578,129.92999267578125,77034200
2023-01-03,AAPL,130.27999877929688,130.89999389648438,124.16999816894531,125.06999969482422,112117500
2023-01-04,AAPL,126.88999938964844,128.66000366210938,125.08000183105469,126.36000061035156,89113600
2023-01-05,AAPL,127.12999725341797,127.7699966430664,124.76000213623047,125.0199966430664,80962700
2023-01-06,AAPL,126.01000213623047,130.2899932861328,124.88999938964844,129.6199951171875,87754700
2023-01-09,AAPL,130.47000122070312,133.41000366210938,129.88999938964844,130.14999389648438,70790800
2023-01-10,AAPL,130.25999450683594,131.25999450683594,128.1199951171875,130.72999572753906,63896200
2023-01-11,AAPL,131.25,133.50999450683594,130.4600067138672,133.49000549316406,69458900
2023-01-12,AAPL,133.8800048828125,134.25999450683594,131.44000244140625,133.41000366210938,71379600
2023-01-13,AAPL,132.02999877929688,134.9199981689453,131.66000366210938,134.75999450683594,57809700
2023-01-17,AAPL,134.8300018310547,137.2899932861328,134.1300048828125,135.94000244140625,63646600
2023-01-18,AAPL,136.82000732421875,138.61000061035156,135.02999877929688,135.2100067138672,69672800
2023-01-19,AAPL,134.0800018310547,136.25,133.77000427246094,135.27000427246094,58280400
2023-01-20,AAPL,135.27999877929688,138.02000427246094,134.22000122070312,137.8699951171875,80223600
2023-01-23,AAPL,138.1199951171875,143.32000732421875,137.89999389648438,141.11000061035156,81760300
2023-01-24,AAPL,140.30999755859375,143.16000366210938,140.3000030517578,142.52999877929688,66435100
2023-01-25,AAPL,140.88999938964844,142.42999267578125,138.80999755859375,141.86000061035156,65799300
2023-01-26,AAPL,143.1699981689453,144.25,141.89999389648438,143.9600067138672,54105100
2023-01-27,AAPL,143.16000366210938,147.22999572753906,143.0800018310547,145.92999267578125,70555800
2023-01-30,AAPL,144.9600067138672,145.5500030517578,142.85000610351562,143.0,64015300
2023-01-31,AAPL,142.6999969482422,144.33999633789062,142.27999877929688,144.2899932861328,65874500
2023-02-01,AAPL,143.97000122070312,146.61000061035156,141.32000732421875,145.42999267578125,77663600
2023-02-02,AAPL,148.89999389648438,151.17999267578125,148.1699981689453,150.82000732421875,118339000
2023-02-03,AAPL,148.02999877929688,157.3800048828125,147.8300018310547,154.5,154357300
2023-02-06,AAPL,152.57000732421875,153.10000610351562,150.77999877929688,151.72999572753906,69858300
2023-02-07,AAPL,150.63999938964844,155.22999572753906,150.63999938964844,154.64999389648438,83322600
2023-02-08,AAPL,153.8800048828125,154.5800018310547,151.1699981689453,151.9199981689453,64120100
2023-02-09,AAPL,153.77999877929688,154.3300018310547,150.4199981689453,150.8699951171875,56007100
2023-02-10,AAPL,149.4600067138672,151.33999633789062,149.22000122070312,151.00999450683594,57450700
2023-02-13,AAPL,150.9499969482422,154.25999450683594,150.9199981689453,153.85000610351562,62199000
2023-02-14,AAPL,152.1199951171875,153.77000427246094,150.86000061035156,153.1999969482422,61707600
2023-02-15,AAPL,153.11000061035156,155.5,152.8800048828125,155.3300018310547,65573800
2023-02-16,AAPL,153.50999450683594,156.3300018310547,153.35000610351562,153.7100067138672,68167900
2023-02-17,AAPL,152.35000610351562,153.0,150.85000610351562,152.5500030517578,59144100
2023-02-21,AAPL,150.1999969482422,151.3000030517578,148.41000366210938,148.47999572753906,58867200
2023-02-22,AAPL,148.8699951171875,149.9499969482422,147.16000366210938,148.91000366210938,51011300
2023-02-23,AAPL,150.08999633789062,150.33999633789062,147.24000549316406,149.39999389648438,48394200
2023-02-24,AAPL,147.11000061035156,147.19000244140625,145.72000122070312,146.7100067138672,55469600
2023-02-27,AAPL,147.7100067138672,149.1699981689453,147.4499969482422,147.9199981689453,44998500
2023-02-28,AAPL,147.0500030517578,149.0800018310547,146.8300018310547,147.41000366210938,50547000
2023-03-01,AAPL,146.8300018310547,147.22999572753906,145.00999450683594,145.30999755859375,55479000
2023-03-02,AAPL,144.3800048828125,146.7100067138672,143.89999389648438,145.91000366210938,52238100
2023-03-03,AAPL,148.0399932861328,151.11000061035156,147.3300018310547,151.02999877929688,70732300
2023-03-06,AAPL,153.7899932861328,156.3000030517578,153.4600067138672,153.8300018310547,87558000
2023-03-07,AAPL,153.6999969482422,154.02999877929688,151.1300048828125,151.60000610351562,56182000
2023-03-08,AAPL,152.80999755859375,153.47000122070312,151.8300018310547,152.8699951171875,47204800
2023-03-09,AAPL,153.55999755859375,154.5399932861328,150.22999572753906,150.58999633789062,53833600
2023-03-10,AAPL,150.2100067138672,150.94000244140625,147.61000061035156,148.5,68572400
2023-03-13,AAPL,147.80999755859375,153.13999938964844,147.6999969482422,150.47000122070312,84457100
2023-03-14,AAPL,151.27999877929688,153.39999389648438,150.10000610351562,152.58999633789062,73695900
2023-03-15,AAPL,151.19000244140625,153.25,149.9199981689453,152.99000549316406,77167900
2023-03-16,AAPL,152.16000366210938,156.4600067138672,151.63999938964844,155.85000610351562,76161100
2023-03-17,AAPL,156.0800018310547,156.74000549316406,154.27999877929688,155.0,98944600
2023-03-20,AAPL,155.07000732421875,157.82000732421875,154.14999389648438,157.39999389648438,73641400
2023-03-21,AAPL,157.32000732421875,159.39999389648438,156.5399932861328,159.27999877929688,73938300
2023-03-22,AAPL,159.3000030517578,162.13999938964844,157.80999755859375,157.8300018310547,75701800
2023-03-23,AAPL,158.8300018310547,161.5500030517578,157.67999267578125,158.92999267578125,67622100
2023-03-24,AAPL,158.86000061035156,160.33999633789062,157.85000610351562,160.25,59196500
2023-03-27,AAPL,159.94000244140625,160.77000427246094,157.8699951171875,158.27999877929688,52390300
2023-03-28,AAPL,157.97000122070312,158.49000549316406,155.97999572753906,157.64999389648438,45992200
2023-03-29,AAPL,159.3699951171875,161.0500030517578,159.35000610351562,160.77000427246094,51305700
2023-03-30,AAPL,161.52999877929688,162.47000122070312,161.27000427246094,162.36000061035156,49501700
2023-03-31,AAPL,162.44000244140625,165.0,161.91000366210938,164.89999389648438,68694700
2022-05-02,MSFT,277.7099914550781,284.94000244140625,276.2200012207031,284.4700012207031,35151100
2022-05-03,MSFT,283.9599914550781,284.1300048828125,280.1499938964844,281.7799987792969,25978600
2022-05-04,MSFT,282.5899963378906,290.8800048828125,276.7300109863281,289.9800109863281,33599300
2022-05-05,MSFT,285.5400085449219,286.3500061035156,274.3399963378906,277.3500061035156,43260400
2022-05-06,MSFT,274.80999755859375,279.25,271.2699890136719,274.7300109863281,37780300
2022-05-09,MSFT,270.05999755859375,272.3599853515625,263.32000732421875,264.5799865722656,47726000
2022-05-10,MSFT,271.69000244140625,273.75,265.07000732421875,269.5,39336400
2022-05-11,MSFT,265.67999267578125,271.3599853515625,259.29998779296875,260.54998779296875,48975900
2022-05-12,MSFT,257.69000244140625,259.8800048828125,250.02000427246094,255.35000610351562,51033800
2022-05-13,MSFT,257.3500061035156,263.0400085449219,255.35000610351562,261.1199951171875,34925100
2022-05-16,MSFT,259.9599914550781,265.82000732421875,255.77999877929688,261.5,32550900
2022-05-17,MSFT,266.1099853515625,268.3299865722656,262.4599914550781,266.82000732421875,28828800
2022-05-18,MSFT,263.0,263.6000061035156,252.77000427246094,254.0800018310547,31356000
2022-05-19,MSFT,253.89999389648438,257.6700134277344,251.8800048828125,253.13999938964844,32692300
2022-05-20,MSFT,257.239990234375,258.5400085449219,246.44000244140625,252.55999755859375,39199300
2022-05-23,MSFT,255.49000549316406,261.5,253.42999267578125,260.6499938964844,33175400
2022-05-24,MSFT,257.8900146484375,261.3299865722656,253.5,259.6199951171875,29043900
2022-05-25,MSFT,258.1400146484375,264.5799865722656,257.1300048828125,262.5199890136719,28547900
2022-05-26,MSFT,262.2699890136719,267.1099853515625,261.42999267578125,265.8999938964844,25002100
2022-05-27,MSFT,268.4800109863281,273.3399963378906,267.55999755859375,273.239990234375,26910800
2022-05-31,MSFT,272.5299987792969,274.7699890136719,268.92999267578125,271.8699951171875,37827700
2022-06-01,MSFT,275.20001220703125,277.69000244140625,270.0400085449219,272.4200134277344,25292200
2022-06-02,MSFT,264.45001220703125,274.6499938964844,261.6000061035156,274.5799865722656,44008200
2022-06-03,MSFT,270.30999755859375,273.45001220703125,268.4100036621094,270.0199890136719,28059000
2022-06-06,MSFT,272.05999755859375,274.17999267578125,267.2200012207031,268.75,22400300
2022-06-07,MSFT,266.6400146484375,273.1300048828125,265.94000244140625,272.5,22860700
2022-06-08,MSFT,271.7099914550781,273.0,269.6099853515625,270.4100036621094,17372300
2022-06-09,MSFT,267.7799987792969,272.7099914550781,264.6300048828125,264.7900085449219,26439700
2022-06-10,MSFT,260.5799865722656,260.5799865722656,252.52999877929688,252.99000549316406,31422800
2022-06-13,MSFT,245.11000061035156,249.02000427246094,241.52999877929688,242.25999450683594,46135800
2022-06-14,MSFT,243.86000061035156,245.74000549316406,241.50999450683594,244.49000549316406,28651500
2022-06-15,MSFT,248.30999755859375,255.3000030517578,246.4199981689453,251.75999450683594,33111700
2022-06-16,MSFT,245.97999572753906,247.4199981689453,243.02000427246094,244.97000122070312,33169200
2022-06-17,MSFT,244.6999969482422,250.5,244.02999877929688,247.64999389648438,43084800
2022-06-21,MSFT,250.25999450683594,254.75,249.50999450683594,253.74000549316406,29928300
2022-06-22,MSFT,251.88999938964844,257.1700134277344,250.3699951171875,253.1300048828125,25939900
2022-06-23,MSFT,255.57000732421875,259.3699951171875,253.6300048828125,258.8599853515625,25861400
2022-06-24,MSFT,261.80999755859375,267.9800109863281,261.7200012207031,267.70001220703125,33923200
2022-06-27,MSFT,268.2099914550781,268.29998779296875,263.2799987792969,264.8900146484375,24615100
2022-06-28,MSFT,263.9800109863281,266.9100036621094,256.32000732421875,256.4800109863281,27295500
2022-06-29,MSFT,257.5899963378906,261.9700012207031,255.75999450683594,260.260009765625,20069800
2022-06-30,MSFT,257.04998779296875,259.5299987792969,252.89999389648438,256.8299865722656,31730900
2022-07-01,MSFT,256.3900146484375,259.7699890136719,254.61000061035156,259.5799865722656,22837700
2022-07-05,MSFT,256.1600036621094,262.9800109863281,254.74000549316406,262.8500061035156,22941000
2022-07-06,MSFT,263.75,267.989990234375,262.3999938964844,266.2099914550781,23824400
2022-07-07,MSFT,265.1199951171875,269.05999755859375,265.0199890136719,268.3999938964844,20859900
2022-07-08,MSFT,264.7900085449219,268.1000061035156,263.2900085449219,267.6600036621094,19658800
2022-07-11,MSFT,265.6499938964844,266.5299987792969,262.17999267578125,264.510009765625,19455200
2022-07-12,MSFT,265.8800048828125,265.94000244140625,252.0399932861328,253.6699981689453,35868500
2022-07-13,MSFT,250.19000244140625,253.5500030517578,248.11000061035156,252.72000122070312,29497400
2022-07-14,MSFT,250.57000732421875,255.13999938964844,245.94000244140625,254.0800018310547,25102800
2022-07-15,MSFT,255.72000122070312,260.3699951171875,254.77000427246094,256.7200012207031,29774100
2022-07-18,MSFT,259.75,260.8399963378906,253.3000030517578,254.25,20975000
2022-07-19,MSFT,257.5799865722656,259.7200012207031,253.67999267578125,259.5299987792969,25012600
2022-07-20,MSFT,259.8999938964844,264.8699951171875,258.9100036621094,262.2699890136719,22788300
2022-07-21,MSFT,259.7900085449219,264.8900146484375,257.0299987792969,264.8399963378906,22404700
2022-07-22,MSFT,265.239990234375,265.3299865722656,259.07000732421875,260.3599853515625,21881300
2022-07-25,MSFT,261.0,261.5,256.80999755859375,258.8299865722656,21056000
2022-07-26,MSFT,259.8599853515625,259.8800048828125,249.57000732421875,251.89999389648438,39348000
2022-07-27,MSFT,261.1600036621094,270.04998779296875,258.8500061035156,268.739990234375,45994000
2022-07-28,MSFT,269.75,277.8399963378906,267.8699951171875,276.4100036621094,33459300
2022-07-29,MSFT,277.70001220703125,282.0,276.6300048828125,280.739990234375,32152800
2022-08-01,MSFT,277.82000732421875,281.2799987792969,275.8399963378906,278.010009765625,21539600
2022-08-02,MSFT,276.0,277.8900146484375,272.3800048828125,274.82000732421875,22754200
2022-08-03,MSFT,276.760009765625,283.5,276.6099853515625,282.4700012207031,23518900
